SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Lakh)
PADMAIND,Padmanabh Industries Limited,X ,10.0,Commodity Chemicals,Commodities,4.12,4.32,4.32,3.93,4.01,7.69,2.54,4.53(5%),4.11(5%),,2.63,1.84,10,-2.51,-2.43,-1.72,-432,38075,,,0.16
21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,B ,10.0,Other Capital Market related Services,Financial Services,22.0,21.6,22.4,21.6,22.08,63.45,20.8,22.80(2%),22.00(2%),,23.52,9.17,10,-19.21,-19.16,-1.17,0.79,-67.51,,,2.11
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,XT,10.0,Ship Building & Allied Services,Industrials,66.1,66.25,67.85,66.2,66.7,120.0,58.1,69.50(5%),62.90(5%),,40.82,10.21,10,-1.28,0.15,-51.68,0.3,-0.57,,,0.39
ARUNIS,Arunis Abode Ltd,XT,10.0,Other Financial Services,Financial Services,29.0,27.55,29.0,27.55,27.74,36.75,23.05,30.35(5%),27.55(5%),,8.69,2.61,10,-5.08,-4.91,-5.7,1.47,-25.74,,,0.02
TYROON,TYROON TEA CO.LTD.,X ,10.0,Tea & Coffee,Fast Moving Consumer Goods,103.65,105.9,105.9,98.8,102.51,122.7,61.0,122.85(20%),81.95(20%),,34.84,11.5,10,22.87,25.68,4.48,1.11,24.9,,,0.96
LAOPALA,LA OPALA RG LTD.,A ,2.0,Glass - Consumer,Consumer Discretionary,396.15,398.9,405.2,393.8,398.83,487.0,241.95,477.00(20%),318.00(20%),,4412.25,1500.17,1,8.88,10.24,44.75,5.96,13.31,0.3,,39.4
STYLAMIND,Stylam Industries Limited,B ,5.0,Forest Products,Commodities,1067.7,1072.0,1076.7,1054.4,1066.91,1269.0,760.15,"1,273.35(20%)",848.95(20%),,1798.44,809.3,10,45.57,59.38,23.29,4.97,21.36,,,2.93
VENUSREM,VENUS REMEDIES LTD.,B ,10.0,Pharmaceuticals,Healthcare,214.0,216.75,219.9,214.0,217.5,580.65,178.65,258.00(20%),172.00(20%),,287.39,163.81,1,34.03,57.81,6.32,0.64,10.12,,,12.55
WOODSVILA,WOODSVILLA LTD.,XT,5.0,Hotels & Resorts,Consumer Discretionary,2.88,3.02,3.02,3.02,3.02,3.02,2.75,3.17(5%),2.87(5%),,1.82,0.47,2,0.18,0.35,16.36,0.43,2.61,,,0.01
LASTMILE,Last Mile Enterprises Ltd,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,109.2,108.0,108.0,108.0,108,129.0,12.07,113.40(5%),102.60(5%),,126.21,40.39,10,8.39,8.61,12.88,22.93,177.87,,,0.01
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,X ,10.0,Packaging,Industrials,99.25,104.4,104.4,96.55,101.29,157.95,80.15,122.40(20%),81.60(20%),,49.86,12.96,10,12.63,17.14,8.07,0.91,11.33,,,0.59
HEERAISP,HEERA ISPAT LTD.,Z ,10.0,Iron & Steel Products,Industrials,13.38,14.04,14.04,12.72,13.98,14.04,2.4,13.35(5%),12.09(5%),,7.48,6.14,10,1.06,1.06,12.03,-35.33,-290.65,,0.28,3.95
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,X ,10.0,Trading & Distributors,Services,82.4,84.05,84.05,77.05,80.13,130.0,69.5,94.85(20%),63.25(20%),,49.94,15.48,2,-2.52,-1.63,-31.43,0.15,-0.47,,,2.51
CRIMSON,Crimson Metal Engineering Company Ltd,P ,10.0,Iron & Steel Products,Industrials,8.1,8.5,8.5,8.5,8.5,8.5,8.1,8.92(5%),8.08(5%),,3.76,2.15,10,0.2,4.17,42.29,0.58,1.37,,,0.01
SHBAJRG,Shri Bajrang Alliance Ltd,X ,10.0,Iron & Steel Products,Industrials,200.65,205.1,215.9,204.0,211.63,318.95,152.3,256.60(20%),171.10(20%),,192.47,69.29,10,5.71,8.64,37.47,3.84,10.25,,,12.57
ASHOKRE,ASHOKA REFINERIES LTD.,P ,10.0,Other Agricultural Products,Fast Moving Consumer Goods,5.74,5.74,5.74,5.74,5.74,18.08,4.31,6.02(5%),5.46(5%),,1.95,1.29,10,0.72,0.72,7.97,0.81,10.14,,,0.01
URJAGLOBA,URJA GLOBAL LTD.,T ,1.0,Heavy Electrical Equipment,Industrials,11.19,11.15,11.35,11.01,11.13,34.85,6.64,11.70(5%),10.60(5%),,585.88,410.12,5,0.03,0.03,427,4.34,1.02,2.35,1.03,11.44
ASHAPURMIN,ASHAPURA MINECHEM LTD.,B ,2.0,Industrial Minerals,Commodities,89.65,89.9,90.35,87.75,88.78,175.0,85.85,106.05(20%),70.75(20%),,808.74,444.81,1,-4.19,-2.09,-21.08,22.1,-104.91,0.17,,8.81
SHREEPAC,SHREE PACETRONIX LTD.,XT,10.0,Medical Equipment & Supplies,Healthcare,110.4,114.9,115.9,114.9,115.47,115.9,13.06,121.65(5%),110.15(5%),,41.72,30.04,10,2.76,4.2,42.05,6.37,15.15,,,5.81
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,A ,10.0,Commodity Chemicals,Commodities,879.9,879.0,882.8,867.0,871.91,1044.75,568.7,"1,045.60(20%)",697.10(20%),2.05,6398.93,1663.72,10,98.12,125.46,8.88,1.08,12.2,0.33,0.24,
INDIACEM,INDIA CEMENTS LTD.,A ,10.0,Cement & Cement Products,Commodities,241.9,241.0,243.0,234.15,237,298.45,145.55,258.50(10%),211.50(10%),4.39,7282.58,3058.69,10,2.51,9.52,93.79,1.25,1.33,3.72,1.85,
JKTYRE,JK TYRE & INDUSTRIES LTD.,A ,2.0,Tyres & Rubber Products,Consumer Discretionary,168.85,170.0,172.55,167.75,170.09,197.5,96.4,204.65(20%),136.45(20%),2.14,4199.47,1805.77,10,6.71,16.5,25.43,1.66,6.54,0.75,1.26,
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,B ,10.0,Fertilizers,Commodities,117.8,117.1,118.45,116.15,117.14,132.0,63.0,140.85(20%),93.95(20%),,1391.37,500.89,10,7.28,11.53,16.12,2.04,12.64,0.33,0.18,20.61
SIL,STANDARD INDUSTRIES LTD.,T ,5.0,Trading - Textile Products,Consumer Discretionary,27.1,27.9,28.45,27.75,28.29,41.5,11.5,29.85(5%),27.05(5%),,183.02,144.58,1,28.57,28.93,1,0.94,94.33,0.69,1.58,44.78
JUBLPHARMA,Jubilant Pharmova Ltd,A ,1.0,Pharmaceuticals,Healthcare,348.5,352.0,377.0,349.4,366.27,625.7,305.2,445.30(20%),296.90(20%),3.45,5910.92,2837.24,10,4.91,6.38,75.61,2.42,3.2,0.26,0.94,
THEINVEST,The Investment Trust Of India Ltd,B ,10.0,Other Financial Services,Financial Services,95.25,97.8,100.0,93.35,95.14,127.0,84.0,112.95(20%),75.35(20%),,491.86,132.8,1,-0.38,0.48,-246.92,1.14,-0.46,,,2.5
SAMYAKINT,SAMYAK INTERNATIONAL LTD.,XT,10.0,Diversified Commercial Services,Services,18.05,17.5,18.05,17.5,17.71,25.75,15.75,18.35(5%),16.65(5%),,10.93,9.95,2,-1.24,-1.16,-14.14,0.29,-2.03,,,0.7
AADIIND,AADI INDUSTRIES LTD.,X ,10.0,Petrochemicals,Commodities,4.5,4.5,4.5,4.2,4.27,16.64,3.35,4.63(10%),3.79(10%),,4.21,3.16,10,-0.39,-0.37,-10.88,-0.66,6.03,,,0.07
SANTOSHF,SANTOSH FINE-FAB LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,7.6,7.6,7.6,7.6,7,17.37,7.6,7.98(5%),7.22(5%),,2.68,1.15,10,-0.04,0.53,-206.05,0.4,-0.19,,,0.0
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,3.96,3.9,3.9,3.9,3.9,4.13,3.45,4.09(5%),3.71(5%),,1.75,1.48,10,-0.13,-0.09,-29.6,-0.98,3.31,,,0.06
ACKNIT,ACKNIT INDUSTRIES LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,156.75,150.2,161.35,150.1,154.57,194.0,111.0,185.70(20%),123.80(20%),,47.04,23.05,10,30.13,40.42,5.14,0.76,14.84,,,3.9
TITANSEC,TITAN SECURITIES LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,19.2,19.3,19.55,19.0,19.26,26.85,14.2,22.90(20%),15.30(20%),,47.78,12.42,10,0.51,0.55,37.71,1.4,3.72,0.15,0.14,2.61
REALECO,Real Eco-Energy Ltd,XT,10.0,Refineries & Marketing,Energy,25.05,23.8,23.8,23.8,23.8,43.65,10.15,24.95(5%),22.65(5%),,47.6,35.7,10,-0.38,-0.37,-63.47,8.56,-13.51,,,0.02
HRMNYCP,HARMONY CAPITAL SERVICES LTD.,X ,10.0,Diversified Commercial Services,Services,5.55,5.56,5.56,5.56,5.56,11.75,4.52,5.83(5%),5.29(5%),,1.67,0.77,10,-0.13,-0.13,-41.71,1.27,-3.05,,,0.01
VIVANZA,Vivanza Biosciences Ltd,X ,10.0,Pharmaceuticals,Healthcare,137.2,137.0,137.0,137.0,137,210.0,137.0,143.85(5%),130.15(5%),,54.8,15.34,10,0.39,0.4,355.84,14.32,4.02,,,0.0
YASHRAJC,YASHRAJ CONTAINEURS LTD.,X ,10.0,Packaging,Industrials,8.16,8.3,8.3,7.9,8.02,13.38,3.62,8.70(10%),7.12(10%),,13.45,3.36,10,2.47,2.56,3.2,-0.18,-5.73,0.11,0.12,0.94
LORDSHOTL,Lords Ishwar Hotels Limited,XT,10.0,Hotels & Resorts,Consumer Discretionary,6.9,6.9,6.9,6.9,6.9,10.15,5.2,7.24(5%),6.56(5%),,5.15,2.32,10,0.25,0.83,27.56,1.05,3.8,,,0.02
CSLFINANCE,CSL Finance Ltd,B ,10.0,Non Banking Financial Company (NBFC),Financial Services,244.3,240.1,241.85,234.45,240.37,304.8,119.0,285.60(20%),190.40(20%),,493.44,182.57,10,17.89,18.23,13.31,1.53,11.53,,,2.93
SANGHVIMOV,SANGHVI MOVERS LTD.,B ,2.0,Construction Vehicles,Industrials,225.1,225.4,226.05,221.45,222.99,279.4,150.0,267.80(20%),178.60(20%),,966.19,492.76,10,10.73,37.64,20.81,1.32,6.33,,0.18,41.09
SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,B ,10.0,Oil Exploration & Production,Energy,296.4,297.75,300.75,285.65,291.12,346.65,122.4,344.75(20%),229.85(20%),,436.7,257.65,10,11.41,12.84,25.18,1.33,5.27,,0.16,45.55
FRSHTRP,FRESHTROP FRUITS LTD.,X ,10.0,Other Agricultural Products,Fast Moving Consumer Goods,73.25,74.15,74.55,73.15,73.99,131.0,70.0,89.40(20%),59.60(20%),,79.63,32.65,10,3.24,7.72,22.98,0.95,4.15,,,1.27
FAZE3Q,FAZE THREE LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,315.1,318.9,318.9,305.5,313.67,434.7,261.0,371.55(20%),247.75(20%),,753.04,368.99,10,23.24,27.62,13.32,2.68,20.13,0.12,,29.48
PRADHIN,Pradhin Ltd,X ,10.0,Iron & Steel Products,Industrials,25.9,25.4,26.8,25.05,25.2,75.6,23.0,29.15(10%),23.85(10%),,9.67,7.93,10,1.13,1.15,23.36,1.56,6.69,,,0.39
ANUPAM,Anupam Finserv Ltd,X ,1.0,Non Banking Financial Company (NBFC),Financial Services,2.36,2.44,2.6,2.36,2.48,4.15,1.59,2.95(20%),1.97(20%),,28.45,20.2,10,0.11,0.13,22.34,2.05,9.19,2.61,5.18,12.85
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,X ,10.0,Packaging,Industrials,42.15,42.35,42.7,41.0,41.69,43.8,23.5,50.25(20%),33.55(20%),,19.15,11.87,10,3.51,5.64,11.92,1.25,10.47,0.12,,1.4
PRIVISCL,Privi Speciality Chemicals Ltd,A ,10.0,Specialty Chemicals,Commodities,1351.85,1346.5,1354.5,1333.85,1344.11,2268.0,1011.6,"1,613.15(20%)","1,075.45(20%)",,5251.2,945.22,1,23.53,43.03,57.13,6.5,11.38,,,15.04
NATRAJPR,NATRAJ PROTEINS LTD.,XT,10.0,Edible Oil,Fast Moving Consumer Goods,63.1,61.85,64.0,61.0,61.62,208.45,60.75,64.35(5%),58.25(5%),,22.97,11.94,10,7.56,8.63,8.11,0.51,6.23,,,3.36
SAMRATPH,SAMRAT PHARMACHEM LTD.-$,XT,10.0,Pharmaceuticals,Healthcare,981.4,1011.0,1011.0,932.4,956.52,1250.0,197.0,"1,013.00(5%)",916.60(5%),,298.09,149.05,5,82.85,84.82,11.64,6.37,54.67,,,61.0
NPRFIN,NPR FINANCE LTD.,XT,10.0,Other Financial Services,Financial Services,14.2,14.91,14.91,14.91,14.91,18.0,11.5,15.65(5%),14.17(5%),,8.93,2.86,10,-0.15,1.23,-101.02,0.17,-0.17,,,0.03
NILE,NILE LTD.,X ,10.0,Industrial Minerals,Commodities,685.4,709.95,709.95,673.0,678.67,865.0,361.05,742.55(10%),607.55(10%),,202.64,99.3,5,85.13,96.53,7.93,1.14,14.37,,,39.52
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,B ,4.0,Cement & Cement Products,Commodities,31.55,31.5,32.45,31.1,31.78,41.85,25.5,38.20(20%),25.50(20%),,991.84,267.8,1,1.46,2.61,21.88,3.37,15.39,0.46,0.49,15.52
AMCOIND,AMCO INDIA LTD.-$,X ,10.0,Aluminium- Copper & Zinc Products,Industrials,76.1,76.1,82.0,74.0,77.24,103.4,41.0,93.20(20%),62.20(20%),,31.93,11.18,1,9.5,12.04,8.18,0.94,11.44,,,1.72
OPTIEMUS,Optiemus Infracom Ltd,B ,10.0,Telecom -  Equipment & Accessories,Telecommunication,230.8,233.0,233.0,226.3,229.34,436.0,220.0,274.95(20%),183.35(20%),,1966.43,491.61,5,2.82,2.83,81.13,5.25,6.48,,,16.87
KREONFIN,KREON FINNANCIAL SERVICES LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,51.7,49.15,54.25,49.15,52.21,102.3,31.05,55.30(5%),50.10(5%),,55.79,27.34,10,2.69,2.75,19.56,4.18,21.36,,,1.72
KISAN,KISAN MOULDINGS LTD.-$,XT,10.0,Plastic Products - Industrial,Industrials,11.61,11.61,11.61,11.03,11.08,28.4,9.23,11.93(5%),10.81(5%),,38.5,22.33,10,-26,-23.42,-0.44,-4.02,919,0.25,0.56,6.19
VIJAYTX,VIJAY TEXTILES LTD.,X ,10.0,Other Textile Products,Consumer Discretionary,25.0,25.0,26.0,25.0,25.76,52.9,22.25,30.60(20%),20.40(20%),,46.68,11.67,10,-5.03,-1.9,-5.06,0.62,-12.31,,,0.31
GARODCH,GARODIA CHEMICALS LTD.,P ,10.0,Trading & Distributors,Services,5.56,5.83,5.83,5.83,5.83,5.83,3.98,6.12(5%),5.54(5%),,4.2,1.97,10,-0.16,-0.16,-36.82,-0.98,2.65,,,0.01
KERALAYUR,KERALA AYURVEDA LTD.,X ,10.0,Pharmaceuticals,Healthcare,77.7,75.25,88.8,74.55,83.64,88.8,61.1,102.20(20%),68.20(20%),,89.93,34.18,10,0.89,1.61,95.37,7.98,8.36,0.14,0.42,35.04
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,20.6,20.9,21.4,20.65,21.02,32.35,10.18,21.85(5%),19.85(5%),,6.37,4.01,10,2.84,3.12,7.33,1.03,14.05,,,1.23
MOHITPPR,MOHIT PAPER MILLS LTD.,XT,10.0,Paper & Paper Products,Commodities,20.0,21.0,21.0,19.0,19.47,32.9,8.42,19.95(5%),18.05(5%),,26.6,9.58,10,2.02,5.92,9.41,0.8,8.52,,,0.22
DAULAT,DAULAT SECURITIES LTD.,X ,10.0,Other Financial Services,Financial Services,19.8,19.4,20.4,19.4,20.03,53.6,17.0,24.00(20%),16.00(20%),,10,4.6,10,-1.38,-1.28,-14.45,0.67,-4.64,,,0.1
OSCARGLO,OSCAR GLOBAL LTD.,X ,10.0,Gems- Jewellery And Watches,Consumer Discretionary,12.67,12.04,12.04,12.04,12.04,18.0,4.61,12.64(5%),11.44(5%),,3.97,2.22,10,5.63,5.65,2.14,1.13,52.84,,,0.22
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,X ,10.0,Software Products,Information Technology,57.7,57.9,60.95,56.05,58.77,114.45,41.6,71.40(20%),47.60(20%),,93.69,42.16,10,2.76,4.71,21.53,2.17,10.1,,,3.05
RSCINT,RSC INTERNATIONAL LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,5.61,5.33,5.75,5.33,5.51,9.49,3.5,6.03(5%),5.47(5%),,3.31,2.08,10,-0.03,-0.03,-165.3,38.33,-22.73,,,0.01
SURATEX,SURAT TEXTILE MILLS LTD.,X ,1.0,Other Textile Products,Consumer Discretionary,9.98,10.0,10.0,9.7,9.82,34.15,7.69,11.77(20%),7.85(20%),,217.81,69.7,10,2.53,2.54,3.88,1.63,41.94,1.75,3.21,31.5
ATHARVENT,ATHARV ENTERPRISES LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,2.85,2.85,2.85,2.71,2.79,3.15,1.48,2.85(5%),2.59(5%),,4.62,4.3,10,0.06,0.07,45.33,0.24,0.52,,0.1,0.28
FUNDVISER,Fundviser Capital (India) Ltd,XT,10.0,Investment Company,Financial Services,20.75,21.75,21.75,19.75,21.71,38.75,12.82,20.75(5%),18.85(5%),,7.31,3.43,2,-0.19,-0.19,-105.89,1.18,-1.11,,,0.41
THEMISMED,THEMIS MEDICARE LTD.,B ,10.0,Pharmaceuticals,Healthcare,988.4,994.2,994.2,950.0,962.95,1149.0,692.0,"1,165.25(20%)",776.85(20%),,893.39,285.89,10,50.5,60.92,19.23,3.67,19.08,,,6.97
KALLAM,Kallam Textiles Ltd-$,X ,2.0,Other Textile Products,Consumer Discretionary,12.02,12.01,12.19,11.6,11.9,23.31,9.85,14.05(20%),9.37(20%),,61.84,27.21,10,2.27,5.24,5.16,0.29,5.67,0.41,0.56,6.68
BRAWN,BRAWN BIOTECH LTD.,XT,10.0,Pharmaceuticals,Healthcare,19.1,18.35,19.45,18.35,18.46,25.3,13.6,20.20(5%),18.30(5%),,5.78,2.66,10,-4.32,-4.09,-4.46,0.8,-17.94,,,0.25
FORINTL,FORTUNE INTERNATIONAL LTD.,XT,10.0,Trading & Distributors,Services,33.75,34.55,35.0,33.6,34.65,83.65,32.45,36.20(5%),32.80(5%),,24.29,11.17,10,4.29,4.29,8.04,7.79,96.95,,,0.22
KINGSINFR,Kings Infra Ventures Limited,XT,10.0,Residential- Commercial Projects,Consumer Discretionary,102.35,105.95,105.95,100.55,102.34,124.5,33.95,105.85(5%),95.85(5%),,237.12,66.39,1,1.43,1.55,70.43,7.85,11.16,0.2,0.16,15.98
NUTRICIRCLE,Nutricircle Ltd,XT,10.0,Gems- Jewellery And Watches,Consumer Discretionary,77.0,77.0,77.0,77.0,77,143.35,31.0,80.85(5%),73.15(5%),,2.09,2.09,1,-10.19,-10.12,-7.55,-0.77,10.19,,,0.0
SUBSM,SUBHASH SILK MILLS LTD.,XT,10.0,Other Textile Products,Consumer Discretionary,26.8,28.1,28.1,28.1,28.09,37.95,13.0,29.50(5%),26.70(5%),,11.92,2.14,10,0.45,1.68,62.39,1.2,1.93,,,0.03
AUROLAB,AURO LABORATORIES LTD.,X ,10.0,Pharmaceuticals,Healthcare,76.95,77.0,78.2,76.35,77.16,149.4,70.0,92.70(20%),61.80(20%),,48.15,23.11,10,2.99,4.6,25.87,1.53,5.9,,,1.16
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,25.5,26.75,26.75,26.75,26.75,38.05,21.0,28.05(5%),25.45(5%),,12.8,3.33,10,-0.13,0.15,-198.17,0.18,-0.09,,,0.03
SUVEN,SUVEN LIFE SCIENCES LTD.,B ,1.0,Healthcare Research- Analytics & Technology,Healthcare,61.95,61.95,62.3,61.55,61.91,99.47,57.1,74.00(20%),49.40(20%),,973.95,340.88,1,-2.07,-1.73,-29.83,1.88,-6.32,0.16,,2.31
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,71.05,74.0,75.65,69.0,71.56,88.7,42.75,82.80(20%),55.20(20%),,80.61,30.63,10,1.28,1.35,54.06,3.28,6.08,,,0.27
BRIDGESE,BRIDGE SECURITIES LTD.,X ,10.0,Other Financial Services,Financial Services,8.58,8.69,8.9,8.5,8.62,69.05,7.36,9.35(10%),7.65(10%),,2.86,2.86,10,-3.8,-3.47,-2.24,2.58,-115.67,,,0.29
RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,X ,10.0,Iron & Steel Products,Industrials,18.05,18.95,18.95,17.35,18.86,29.7,14.05,18.20(5%),16.50(5%),,7.82,3.6,10,0.95,1.11,18.32,1.19,6.48,,,0.24
KAYPOWR,KAY POWER AND PAPER LTD.,XT,10.0,Paper & Paper Products,Commodities,8.25,8.2,8.25,7.84,7.99,9.88,2.92,8.52(5%),7.72(5%),,8.64,4.75,10,0.8,1.58,10.12,15.62,153.87,,,0.44
INTSTOIL,INTER STATE OIL CARRIER LTD.,X ,10.0,Road Transport,Services,26.25,25.6,28.35,25.6,26.51,44.7,18.6,31.95(20%),21.35(20%),,13.3,7.72,10,2.12,7.72,12.6,0.98,7.78,,,0.17
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,XT,10.0,Non Banking Financial Company (NBFC),Financial Services,12.2,12.81,12.81,12.11,12.76,12.81,3.07,13.45(5%),12.17(5%),,31.89,30.29,1,0.3,0.32,43.34,0.62,1.43,0.32,0.37,4.68
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,XT,10.0,Cement & Cement Products,Commodities,47.0,46.1,49.35,46.0,46.23,52.4,17.85,51.80(5%),46.90(5%),,53.69,16.11,10,-11.37,-11.37,-4.34,1.51,-34.8,,,0.15
SABOOBR,SABOO BROTHERS LTD.,XT,10.0,Industrial Machinery,Industrials,18.2,17.4,17.4,17.4,17.4,27.05,16.25,18.25(5%),16.55(5%),,10.61,10.5,10,0.14,0.14,126.28,1.03,0.82,,,0.14
RICHUNV,RICH UNIVERSE NETWORK LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,7.47,7.1,7.1,7.1,7.09,14.78,5.34,7.45(5%),6.75(5%),,5.15,4.38,10,0.02,0.02,396.11,0.7,0.18,,,0.0
QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,XT,10.0,Packaging,Industrials,21.55,22.6,22.6,22.6,22.6,34.85,3.8,23.70(5%),21.50(5%),,6.86,3.57,10,0.21,0.36,107.17,-0.99,-0.92,,,0.53
SPCAPIT,SP CAPITAL FINANCING LTD.,X ,10.0,Diversified Commercial Services,Services,17.15,17.5,17.65,16.8,16.98,35.0,14.4,20.15(20%),13.45(20%),,10.1,3.03,10,2.61,2.61,6.44,0.52,8.08,,,0.31
PAOS,Paos Industries Ltd,X ,10.0,Edible Oil,Fast Moving Consumer Goods,12.7,12.95,12.95,11.5,12.76,31.0,4.0,13.99(10%),11.45(10%),,7.76,1.94,10,-0.48,-0.48,-26.5,-0.49,1.87,,,0.01
KOTHARIPRO,KOTHARI PRODUCTS LTD.,B ,10.0,Trading & Distributors,Services,114.75,115.0,115.3,114.05,114.64,169.35,75.85,120.45(5%),109.05(5%),,342.46,85.61,2,0.65,1.44,175.62,0.36,0.21,,,0.57
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,X ,10.0,Sugar,Fast Moving Consumer Goods,47.7,48.0,52.0,48.0,49.75,55.55,22.15,58.05(20%),38.75(20%),1.72,456.6,109.58,10,2.64,4.21,18.35,2.21,12.02,4.25,3.45,
CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,B ,2.0,Other Agricultural Products,Fast Moving Consumer Goods,116.35,117.0,119.1,115.7,117.49,135.4,82.3,139.30(20%),92.90(20%),,600.63,156.16,10,13.6,14.67,8.54,1.47,17.18,0.22,0.18,20.9
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,X ,10.0,Trading & Distributors,Services,159.35,159.35,169.0,159.35,164.26,301.0,113.3,201.70(20%),134.50(20%),,62.16,26.11,1,58.26,58.91,2.89,1.59,55.14,,0.11,18.11
KIMIABL,Kimia Biosciences Ltd,X ,1.0,Pharmaceuticals,Healthcare,40.2,40.95,40.95,38.5,39.18,65.8,30.2,46.85(20%),31.25(20%),,184.76,46.19,10,-0.62,0.04,-63.25,12.4,-19.62,,,0.53
HINDTIN,HINDUSTAN TIN WORKS LTD.-$,X ,10.0,Packaging,Industrials,96.9,99.0,99.0,96.0,97.04,127.5,67.0,115.65(20%),77.15(20%),,100.25,59.15,10,13.87,21.54,6.95,0.56,8.07,,,2.59
GODAVARI,GODAVARI DRUGS LTD.,X ,10.0,Pharmaceuticals,Healthcare,68.35,68.35,70.25,67.15,67.99,78.05,46.6,81.95(20%),54.65(20%),,51.43,22.12,10,6.3,8.61,10.84,1.74,16.01,,,2.17
PREMCO,PREMCO GLOBAL LTD.-$,X ,10.0,Other Textile Products,Consumer Discretionary,380.0,380.0,391.4,365.05,378.37,550.0,290.55,464.10(20%),309.40(20%),,127.81,38.34,10,27.58,34.24,14.03,1.83,13.06,,,7.34
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,X ,10.0,Non Banking Financial Company (NBFC),Financial Services,74.3,79.8,79.8,75.7,76.41,145.0,72.65,90.95(20%),60.65(20%),,52.84,19.02,10,2.5,2.72,30.37,0.32,1.05,,,0.09
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,A ,1.0,Other Electrical Equipment,Industrials,81.0,80.0,86.95,80.0,85.09,113.0,58.2,103.40(20%),69.00(20%),1.77,2219.9,843.56,10,1.03,1.8,84.02,2.32,2.77,0.47,2.08,
ASIANENE,Asian Energy Services Ltd,B ,10.0,Oil Equipment & Services,Energy,72.95,73.65,73.9,72.35,73.2,172.5,71.2,87.00(20%),58.00(20%),,276.04,107.66,10,8.58,13.23,8.45,1.24,14.72,0.12,,2.71
KBSINDIA,KBS INDIA LIMITED,XT,10.0,Other Financial Services,Financial Services,61.7,62.0,62.85,58.65,59.54,67.2,5.0,63.90(5%),57.90(5%),,51.89,32.69,10,0.76,0.92,80.08,2.03,2.54,,,4.25
UGARSUGAR,UGAR SUGAR WORKS LTD.-$,B ,1.0,Sugar,Fast Moving Consumer Goods,76.25,76.1,77.65,74.95,76.29,86.5,25.3,91.35(20%),60.95(20%),,856.69,471.18,10,5.86,6.93,12.99,7.1,54.65,0.78,0.59,45.35
ORIENTBELL,ORIENT BELL LIMITED-$,B ,10.0,Furniture- Home Furnishing- Flooring,Consumer Discretionary,573.15,575.0,585.75,575.0,582.69,831.0,325.2,694.50(20%),463.00(20%),,836.93,292.93,1,29.66,44.08,19.51,2.97,15.2,,,3.07
NRBBEARING,NRB BEARINGS LTD.,A ,2.0,Bearings,Industrials,174.6,175.8,176.6,170.2,172.63,189.65,106.7,207.00(20%),138.00(20%),,1671.91,835.96,10,8.19,11.62,21.06,2.9,13.75,0.13,0.22,38.7
VAMSHIRU,VAMSHI RUBBER LTD.,XT,10.0,Tyres & Rubber Products,Consumer Discretionary,25.8,24.55,27.0,24.55,24.55,31.85,20.55,27.20(5%),24.70(5%),,10.92,4.69,10,0.75,3.28,34.77,0.86,2.47,,,0.45
